#SDSS_name	plate-mjd-fibre	RA	Dec.	zQSO	PSF_i	z	z_err	W_2796	W_2796_err	W_2803	W_2803_err	CIV_flag	SNR_con
095624.74+355604.5 01595-52999-0635 149.103090 35.934580 2.798 17.870 0.859 0.358 0.683 0.076 0.643 0.084 1 20.400
095624.74+355604.5 01595-52999-0635 149.103090 35.934580 2.798 17.870 1.120 0.315 0.765 0.062 0.662 0.090 0 20.400
101707.62+095452.5 01597-52999-0084 154.281780 9.914590 0.798 17.611 0.689 0.186 0.584 0.062 0.643 0.066 0 28.657
101623.99+095428.9 01597-52999-0088 154.100000 9.908050 1.306 16.523 0.396 0.046 1.538 0.075 1.350 0.083 0 31.940
101212.06+103826.9 01597-52999-0280 153.050280 10.640810 1.662 19.089 1.569 0.923 1.875 0.165 1.674 0.154 0 13.094
101031.83+101921.2 01597-52999-0305 152.632640 10.322560 1.484 19.092 1.331 0.000 1.335 0.148 1.333 0.137 0 11.870
101207.35+114310.3 01597-52999-0368 153.030620 11.719530 1.761 19.123 1.045 0.701 1.347 0.196 0.876 0.174 0 8.865
101314.87+111528.7 01597-52999-0414 153.311980 11.257980 1.778 18.846 0.636 0.612 1.097 0.181 0.515 0.159 0 13.191
101540.63+104350.5 01597-52999-0490 153.919300 10.730690 1.391 17.435 0.566 0.283 0.701 0.068 0.194 0.057 0 30.387
101540.63+104350.5 01597-52999-0490 153.919300 10.730690 1.391 17.435 0.867 0.150 1.062 0.067 0.857 0.064 0 30.387
101540.63+104350.5 01597-52999-0490 153.919300 10.730690 1.391 17.435 0.929 0.297 0.839 0.080 0.458 0.071 0 30.387
101539.35+111815.9 01597-52999-0539 153.913990 11.304430 2.915 18.383 1.836 0.547 2.293 0.130 2.066 0.125 0 22.161
102001.58+110124.7 01597-52999-0631 155.006590 11.023540 1.550 18.278 1.269 0.472 1.694 0.091 1.430 0.085 0 16.641
101950.07+110934.7 01597-52999-0637 154.958630 11.159640 2.244 19.080 0.933 0.397 0.908 0.145 0.973 0.192 0 9.891
011038.08+004453.9 01499-53001-0374 17.658690 0.748330 2.003 18.057 1.273 0.000 0.335 0.055 0.209 0.039 0 24.130
102311.95+401903.1 01359-53002-0248 155.799800 40.317530 1.829 16.991 0.906 0.000 0.509 0.064 0.334 0.060 0 28.866
102116.34+414945.7 01359-53002-0327 155.318120 41.829370 2.049 18.231 1.529 0.000 0.464 0.073 0.285 0.067 0 16.810
102415.90+421807.3 01359-53002-0402 156.066280 42.302040 1.391 18.103 1.222 0.747 0.624 0.080 0.695 0.090 0 23.206
102415.90+421807.3 01359-53002-0402 156.066280 42.302040 1.391 18.103 1.290 0.690 0.979 0.085 0.765 0.080 0 23.206
102749.64+422232.6 01359-53002-0565 156.956830 42.375740 1.618 17.803 1.155 0.257 1.588 0.068 1.382 0.071 0 28.058
102840.90+412921.6 01359-53002-0585 157.170460 41.489340 1.020 18.301 0.963 0.000 0.484 0.076 0.316 0.066 0 28.001
103848.61+383248.5 01430-53002-0016 159.702550 38.546810 1.569 17.521 0.587 0.493 0.869 0.098 0.582 0.085 0 25.835
103848.61+383248.5 01430-53002-0016 159.702550 38.546810 1.569 17.521 0.663 0.143 1.134 0.071 0.975 0.080 0 25.835
103848.61+383248.5 01430-53002-0016 159.702550 38.546810 1.569 17.521 1.314 0.372 0.707 0.063 0.666 0.067 0 25.835
103108.24+375801.2 01430-53002-0130 157.784360 37.967020 2.585 19.059 1.203 0.994 1.073 0.137 0.788 0.133 0 11.490
103015.21+381927.0 01430-53002-0249 157.563400 38.324180 1.869 18.370 0.731 0.404 1.300 0.104 1.013 0.106 0 17.365
103042.90+393315.0 01430-53002-0424 157.678790 39.554180 1.536 18.431 0.823 0.515 1.033 0.088 1.118 0.106 0 19.543
103934.12+395257.9 01430-53002-0631 159.892200 39.882760 1.960 17.469 0.464 0.082 2.409 0.097 1.933 0.072 1 27.155
103934.12+395257.9 01430-53002-0631 159.892200 39.882760 1.960 17.469 1.506 0.719 0.652 0.068 0.415 0.063 0 27.155
103934.12+395257.9 01430-53002-0631 159.892200 39.882760 1.960 17.469 1.805 0.826 0.568 0.091 0.384 0.070 0 27.155
081859.10-003313.2 01149-53003-0039 124.746280 -0.553690 2.196 19.944 1.049 0.000 1.701 0.210 1.633 0.208 0 9.686
080955.59-003516.8 01149-53003-0269 122.481650 -0.588010 2.621 19.507 1.343 10.000 0.499 0.077 0.395 0.080 0 13.093
081312.39+002349.3 01149-53003-0481 123.301660 0.397040 0.811 19.614 0.736 0.751 0.608 0.073 0.383 0.087 0 19.818
081322.09+003018.6 01149-53003-0486 123.342040 0.505170 2.694 19.568 1.253 0.862 0.666 0.098 0.461 0.111 0 13.581
103931.38+384109.4 01432-53003-0099 159.880750 38.685940 1.249 17.023 0.911 0.111 1.093 0.061 0.955 0.071 0 30.811
103806.71+382626.5 01432-53003-0204 159.527980 38.440700 1.378 18.898 1.276 0.000 0.675 0.099 0.340 0.080 0 16.623
103700.84+382744.0 01432-53003-0216 159.253520 38.462220 2.115 18.598 1.436 0.000 0.477 0.074 0.249 0.075 0 18.700
103700.84+382744.0 01432-53003-0216 159.253520 38.462220 2.115 18.598 1.619 0.783 0.816 0.078 0.990 0.104 0 18.700
103518.08+383323.1 01432-53003-0253 158.825350 38.556420 1.713 19.107 1.501 0.000 0.865 0.106 0.358 0.099 0 11.708
020328.34+004222.2 01506-53003-0387 30.868120 0.706180 2.172 20.423 1.358 0.000 2.101 0.223 1.521 0.236 0 5.534
114206.80+561356.1 01310-53033-0013 175.528370 56.232250 3.362 19.252 2.041 0.519 1.603 0.213 1.196 0.306 0 8.654
113859.01+555453.9 01310-53033-0058 174.745900 55.915000 1.500 18.541 0.724 0.315 0.710 0.109 0.422 0.108 0 13.919
113555.20+561147.6 01310-53033-0097 173.980040 56.196580 1.584 19.131 1.239 0.000 1.538 0.128 1.015 0.107 0 15.687
112858.60+563540.2 01310-53033-0228 172.244200 56.594510 2.266 18.859 1.061 0.662 1.023 0.112 0.881 0.128 0 14.374
112751.60+561725.8 01310-53033-0290 171.965030 56.290520 1.884 18.558 1.408 0.962 0.747 0.078 0.905 0.097 0 18.787
112926.08+575045.4 01310-53033-0374 172.358700 57.845970 1.164 18.275 1.046 0.368 1.629 0.100 1.110 0.086 0 23.566
113133.69+574537.1 01310-53033-0413 172.890410 57.760320 1.933 19.024 0.955 0.393 1.323 0.118 1.130 0.107 0 13.855
114218.85+572824.4 01310-53033-0592 175.578570 57.473470 2.887 18.655 2.068 0.722 1.831 0.157 2.160 0.254 0 20.023
100558.67+392842.6 01356-53033-0145 151.494500 39.478520 1.947 18.189 1.722 0.000 0.460 0.073 0.334 0.080 0 23.166
100356.12+390507.6 01356-53033-0189 150.983860 39.085470 0.734 18.457 0.381 0.161 0.789 0.068 0.741 0.084 0 20.731
100146.74+383018.6 01356-53033-0201 150.444800 38.505170 1.546 19.031 1.110 0.658 0.686 0.081 0.397 0.093 0 12.878
095911.86+391150.4 01356-53033-0305 149.799450 39.197360 1.473 19.099 1.426 0.805 2.217 0.158 2.053 0.135 0 9.960
095933.20+391216.6 01356-53033-0308 149.888350 39.204630 2.041 18.920 0.511 0.461 0.995 0.150 0.829 0.131 1 12.582
100018.12+402846.9 01356-53033-0325 150.075550 40.479720 2.062 19.010 1.831 0.000 1.042 0.161 0.672 0.162 0 12.722
095811.65+402927.1 01356-53033-0339 149.548570 40.490870 1.134 17.743 0.908 0.114 2.414 0.080 2.287 0.080 0 27.044
100014.20+400250.5 01356-53033-0425 150.059200 40.047370 1.970 19.059 0.378 0.304 0.872 0.143 0.513 0.117 1 13.700
100014.20+400250.5 01356-53033-0425 150.059200 40.047370 1.970 19.059 0.940 0.436 1.891 0.124 1.924 0.169 0 13.700
100014.20+400250.5 01356-53033-0425 150.059200 40.047370 1.970 19.059 0.979 0.758 0.834 0.121 0.307 0.096 0 13.700
100144.37+395738.3 01356-53033-0476 150.434900 39.960650 2.309 19.994 1.089 0.000 1.986 0.266 2.406 0.247 0 7.116
100034.69+400943.3 01356-53033-0478 150.144550 40.162040 1.342 18.175 1.059 0.383 0.864 0.078 0.640 0.072 0 22.965
103107.35+411254.0 01360-53033-0171 157.780650 41.215020 2.295 18.829 1.959 0.000 1.052 0.157 1.208 0.158 0 16.307
102507.67+411957.0 01360-53033-0306 156.282000 41.332510 1.357 18.975 1.171 0.940 1.121 0.144 0.911 0.123 0 13.187
102924.16+423812.2 01360-53033-0326 157.350700 42.636740 3.277 17.794 1.406 0.308 1.230 0.065 1.202 0.079 0 24.273
103532.58+423018.9 01360-53033-0562 158.885760 42.505280 2.440 19.118 0.818 0.658 0.962 0.131 1.005 0.133 1 12.780
103532.58+423018.9 01360-53033-0562 158.885760 42.505280 2.440 19.118 1.489 0.000 0.746 0.118 1.044 0.127 0 12.780
103617.58+414237.1 01360-53033-0589 159.073270 41.710320 1.988 17.508 1.280 0.308 0.967 0.063 0.810 0.070 0 30.339
103639.98+421524.4 01360-53033-0603 159.166610 42.256800 2.043 18.986 1.749 0.000 2.047 0.211 1.441 0.202 0 11.208
103737.72+415958.1 01360-53033-0626 159.407180 41.999480 2.179 18.659 0.944 0.508 0.642 0.085 0.608 0.108 0 16.807
103737.72+415958.1 01360-53033-0626 159.407180 41.999480 2.179 18.659 1.838 0.000 1.452 0.165 1.051 0.159 0 16.807
102941.06+102626.1 01598-53033-0031 157.421100 10.440590 2.171 19.001 1.521 0.901 1.104 0.128 0.810 0.129 0 12.180
102412.80+103600.4 01598-53033-0190 156.053340 10.600130 0.938 18.299 0.754 0.755 0.525 0.076 0.257 0.054 0 25.203
102340.94+102533.9 01598-53033-0228 155.920600 10.426110 1.471 17.885 1.033 0.962 0.421 0.064 0.218 0.052 0 24.895
102056.37+100332.7 01598-53033-0291 155.234880 10.059110 0.607 17.424 0.375 0.247 0.412 0.058 0.284 0.058 0 29.166
102101.29+115552.7 01598-53033-0338 155.255400 11.931320 1.619 18.769 0.652 0.772 1.642 0.201 1.543 0.214 0 10.386
102444.94+111808.2 01598-53033-0495 156.187260 11.302290 1.924 18.681 1.499 0.000 0.854 0.103 0.619 0.092 0 17.499
102756.96+113435.8 01598-53033-0602 156.987340 11.576630 0.936 18.429 0.472 0.229 0.311 0.049 0.387 0.060 0 28.620
102756.96+113435.8 01598-53033-0602 156.987340 11.576630 0.936 18.429 0.570 0.250 0.611 0.063 0.311 0.055 0 28.620
101631.58+391738.3 01357-53034-0041 154.131600 39.293980 1.188 18.031 1.009 0.354 1.150 0.084 0.812 0.091 0 21.721
101421.78+392525.4 01357-53034-0090 153.590770 39.423750 2.110 18.487 1.206 0.876 0.815 0.101 0.346 0.089 0 16.425
101421.78+392525.4 01357-53034-0090 153.590770 39.423750 2.110 18.487 1.373 0.687 1.344 0.097 1.289 0.090 0 16.425
101427.63+394343.4 01357-53034-0096 153.615130 39.728740 1.197 19.099 1.091 0.787 0.963 0.159 0.902 0.171 0 10.083
101648.01+395802.6 01357-53034-0159 154.200040 39.967390 2.288 18.281 1.725 0.665 1.044 0.077 0.637 0.089 0 21.390
101441.62+401859.1 01357-53034-0172 153.673420 40.316430 1.027 18.968 0.911 0.679 0.978 0.127 0.646 0.131 0 12.412
101435.06+403001.1 01357-53034-0177 153.646120 40.500330 1.721 18.296 1.223 0.000 0.470 0.068 0.329 0.074 0 20.290
101308.20+402145.6 01357-53034-0181 153.284160 40.362680 1.583 18.092 1.403 0.501 2.587 0.101 2.188 0.093 0 18.215
101308.20+402145.6 01357-53034-0181 153.284160 40.362680 1.583 18.092 1.434 0.651 1.492 0.091 1.270 0.088 0 18.215
101224.64+393559.4 01357-53034-0216 153.102700 39.599830 2.615 18.214 1.973 0.755 0.986 0.099 0.842 0.099 0 22.912
101100.70+392218.9 01357-53034-0242 152.752930 39.371920 1.726 18.816 1.288 0.000 1.127 0.108 0.717 0.110 0 14.520
100733.77+394522.7 01357-53034-0297 151.890750 39.756320 1.943 19.054 1.341 0.000 1.168 0.187 1.212 0.168 0 6.977
101415.24+404113.5 01357-53034-0472 153.563520 40.687100 1.960 18.453 1.677 0.958 0.945 0.113 0.639 0.109 0 18.536
101639.37+405305.1 01357-53034-0509 154.164050 40.884760 1.533 18.599 0.533 0.583 0.843 0.131 0.750 0.126 0 15.267
101732.66+410723.3 01357-53034-0573 154.386100 41.123140 0.675 18.048 0.531 0.232 0.672 0.067 0.642 0.062 0 26.475
073256.37+393549.7 01734-53034-0059 113.234910 39.597150 2.005 19.053 1.720 0.000 0.616 0.095 0.516 0.106 0 12.144
073310.24+394300.2 01734-53034-0102 113.292700 39.716740 1.445 18.664 1.068 0.000 0.513 0.083 0.270 0.067 0 16.415
073211.35+394940.6 01734-53034-0149 113.047320 39.827950 2.098 19.090 0.760 0.583 1.722 0.189 1.334 0.172 0 11.541
073211.35+394940.6 01734-53034-0149 113.047320 39.827950 2.098 19.090 1.762 0.000 1.687 0.153 1.299 0.146 0 11.541
072803.24+391156.1 01734-53034-0281 112.013520 39.198940 1.872 18.216 1.272 0.608 1.332 0.089 1.140 0.096 0 20.897
073133.73+410018.8 01734-53034-0453 112.890570 41.005240 1.314 18.507 0.695 0.379 1.105 0.101 0.598 0.092 0 18.591
073407.65+401958.2 01734-53034-0517 113.531890 40.332850 1.692 18.485 0.746 0.458 0.662 0.084 0.434 0.090 0 17.115
073343.48+401902.6 01734-53034-0519 113.431200 40.317390 1.574 18.768 0.698 0.497 1.119 0.138 0.910 0.144 0 14.602
073410.33+403328.5 01734-53034-0550 113.543060 40.557920 2.058 19.195 1.153 0.000 1.348 0.193 1.045 0.182 0 10.066
094529.44+365151.8 01276-53035-0047 146.372670 36.864400 1.191 18.914 0.778 0.637 0.987 0.116 0.585 0.135 0 12.971
094508.11+370104.5 01276-53035-0084 146.283800 37.017930 2.953 19.029 1.758 0.994 2.741 0.173 2.459 0.179 0 11.127
094331.49+363931.1 01276-53035-0129 145.881230 36.658660 2.477 18.735 0.555 0.397 1.063 0.140 0.699 0.134 1 14.587
094331.49+363931.1 01276-53035-0129 145.881230 36.658660 2.477 18.735 1.076 0.447 2.071 0.129 1.990 0.143 0 14.587
094403.55+373454.4 01276-53035-0176 146.014820 37.581790 2.403 18.774 1.886 0.858 1.260 0.118 1.208 0.138 0 14.929
094352.02+383546.2 01276-53035-0481 145.966780 38.596190 1.967 18.805 0.853 0.529 1.454 0.129 1.394 0.127 0 14.103
094352.02+383546.2 01276-53035-0481 145.966780 38.596190 1.967 18.805 1.059 0.755 1.870 0.152 1.709 0.161 0 14.103
094352.02+383546.2 01276-53035-0481 145.966780 38.596190 1.967 18.805 1.089 0.604 1.111 0.108 1.196 0.119 0 14.103
094352.02+383546.2 01276-53035-0481 145.966780 38.596190 1.967 18.805 1.919 0.000 1.705 0.150 1.453 0.185 0 14.103
094424.34+383419.2 01276-53035-0508 146.101440 38.572030 2.759 20.108 1.626 0.790 1.841 0.273 1.469 0.312 0 5.058
094525.28+382127.1 01276-53035-0513 146.355380 38.357550 0.803 18.858 0.696 0.594 0.675 0.108 0.522 0.108 0 14.694
094558.95+383711.2 01276-53035-0518 146.495670 38.619800 3.220 19.671 1.558 0.000 1.425 0.201 1.369 0.221 0 7.800
094717.19+385717.6 01276-53035-0567 146.821660 38.954890 0.937 19.011 0.778 0.797 0.932 0.133 0.516 0.115 0 11.678
094630.53+383720.1 01276-53035-0574 146.627230 38.622250 1.555 19.000 1.033 0.651 1.389 0.149 1.411 0.156 0 11.232
104700.27+392224.2 01433-53035-0098 161.751140 39.373420 1.178 19.088 0.931 0.468 1.648 0.109 1.138 0.093 0 12.688
104848.03+395012.8 01433-53035-0113 162.200160 39.836910 1.217 18.753 1.074 0.586 0.616 0.079 0.490 0.080 0 17.516
104522.22+384752.3 01433-53035-0218 161.342580 38.797870 1.201 18.711 0.721 0.393 1.176 0.107 1.291 0.119 0 14.555
104522.22+384752.3 01433-53035-0218 161.342580 38.797870 1.201 18.711 0.863 0.379 1.095 0.096 1.080 0.106 0 14.555
104212.55+404122.8 01433-53035-0375 160.552300 40.689670 1.745 18.857 1.700 0.000 0.457 0.048 0.316 0.040 0 13.059
104301.35+401857.5 01433-53035-0465 160.755660 40.315980 1.482 18.902 1.322 0.701 1.275 0.099 1.185 0.091 0 12.335
104725.24+411458.9 01433-53035-0523 161.855160 41.249700 1.385 17.914 0.779 0.207 0.834 0.048 0.670 0.068 0 27.377
104725.24+411458.9 01433-53035-0523 161.855160 41.249700 1.385 17.914 1.051 0.297 1.736 0.087 1.388 0.086 0 27.377
104725.24+411458.9 01433-53035-0523 161.855160 41.249700 1.385 17.914 1.288 0.279 1.814 0.079 1.636 0.072 0 27.377
104652.89+404854.6 01433-53035-0531 161.720410 40.815170 1.820 18.977 1.202 0.944 1.382 0.121 1.031 0.129 0 12.634
074126.07+421530.7 01735-53035-0080 115.358660 42.258550 1.850 17.050 1.471 0.215 0.800 0.054 0.678 0.050 0 32.482
074126.07+421530.7 01735-53035-0080 115.358660 42.258550 1.850 17.050 1.779 0.293 0.939 0.072 0.633 0.058 0 32.482
073722.59+411308.7 01735-53035-0081 114.344150 41.219090 1.216 17.047 0.735 0.232 0.417 0.051 0.384 0.063 0 31.798
073322.59+421648.4 01735-53035-0263 113.344160 42.280140 1.706 18.378 1.381 0.000 0.727 0.082 0.303 0.064 0 18.718
073322.59+421648.4 01735-53035-0263 113.344160 42.280140 1.706 18.378 1.503 0.000 0.482 0.064 0.464 0.076 0 18.718
073325.12+420916.5 01735-53035-0277 113.354680 42.154600 1.135 18.665 0.924 0.283 1.841 0.117 1.793 0.101 0 12.584
073423.64+430511.4 01735-53035-0325 113.598540 43.086520 1.008 18.568 0.504 0.247 1.920 0.171 1.415 0.154 0 15.005
074052.52+423935.5 01735-53035-0556 115.218850 42.659880 1.613 17.852 1.078 0.293 1.269 0.078 0.841 0.082 0 24.499
074055.83+430651.4 01735-53035-0563 115.232630 43.114290 1.545 19.128 1.294 0.915 0.978 0.094 1.153 0.112 0 10.498
074418.19+425057.3 01735-53035-0626 116.075800 42.849260 2.145 18.800 0.783 0.590 1.324 0.164 0.962 0.135 0 13.627
110915.05+400836.9 01437-53046-0008 167.312710 40.143590 1.111 18.828 0.369 0.118 1.044 0.163 0.511 0.149 0 11.197
111035.74+405200.4 01437-53046-0120 167.648940 40.866790 1.999 18.431 1.426 0.862 1.355 0.080 1.067 0.080 0 19.120
111035.74+405200.4 01437-53046-0120 167.648940 40.866790 1.999 18.431 1.953 0.000 0.584 0.095 0.729 0.081 0 19.120
110421.93+401746.4 01437-53046-0125 166.091380 40.296230 1.629 18.777 0.945 0.493 1.645 0.124 1.786 0.170 0 12.917
110240.16+394730.1 01437-53046-0205 165.667360 39.791710 1.659 17.605 0.678 0.232 1.173 0.081 0.927 0.078 0 25.587
105930.93+403956.6 01437-53046-0263 164.878880 40.665720 1.209 17.825 0.447 0.111 2.109 0.159 1.915 0.167 0 22.370
105821.39+405939.4 01437-53046-0266 164.589160 40.994300 1.856 18.440 0.728 0.443 0.810 0.095 0.846 0.104 0 16.899
105951.90+405114.2 01437-53046-0269 164.966280 40.853950 1.750 17.091 1.099 0.433 0.726 0.067 0.450 0.056 0 30.658
110151.82+413508.0 01437-53046-0429 165.465940 41.585560 1.551 18.761 1.519 0.000 0.657 0.093 0.594 0.086 0 12.502
104448.41+420636.4 01361-53047-0105 161.201740 42.110120 1.628 19.087 1.412 0.000 2.805 0.139 2.983 0.166 0 10.785
104244.34+420548.4 01361-53047-0177 160.684750 42.096790 1.602 18.425 0.649 0.436 1.508 0.129 0.937 0.107 0 20.577
103854.31+420937.2 01361-53047-0235 159.726300 42.160360 2.199 18.031 1.092 0.504 0.812 0.072 0.521 0.072 0 25.036
104105.07+431945.3 01361-53047-0403 160.271150 43.329270 3.121 18.612 1.792 0.493 1.845 0.100 1.577 0.102 0 17.931
104335.76+425412.9 01361-53047-0534 160.899020 42.903610 1.839 18.759 1.153 0.000 0.577 0.080 0.815 0.121 0 15.840
104704.37+430829.0 01361-53047-0614 161.768220 43.141400 1.475 19.011 1.354 0.000 1.121 0.114 1.113 0.121 0 13.395
073020.50+380613.4 01733-53047-0019 112.585430 38.103740 1.775 18.584 0.371 0.418 0.826 0.116 0.489 0.105 1 17.510
072839.20+383336.3 01733-53047-0116 112.163370 38.560100 1.313 17.826 1.015 0.433 1.278 0.081 0.855 0.078 0 26.271
072617.40+383449.8 01733-53047-0232 111.572500 38.580500 0.809 18.970 0.572 0.465 1.074 0.128 0.391 0.101 0 13.533
072410.59+375908.3 01733-53047-0259 111.044150 37.985640 1.959 19.100 1.360 0.000 1.499 0.120 1.697 0.189 0 8.764
072410.59+375908.3 01733-53047-0259 111.044150 37.985640 1.959 19.100 1.558 0.000 3.012 0.185 2.153 0.159 0 8.764
072741.16+393106.1 01733-53047-0376 111.921520 39.518370 1.945 19.074 0.829 0.418 1.282 0.105 0.356 0.113 0 13.832
072741.16+393106.1 01733-53047-0376 111.921520 39.518370 1.945 19.074 1.183 0.726 1.480 0.101 1.780 0.109 0 13.832
072659.65+391751.0 01733-53047-0422 111.748560 39.297520 0.993 18.762 0.654 0.687 0.527 0.079 0.459 0.093 0 17.543
072904.03+394053.0 01733-53047-0447 112.266820 39.681400 1.798 19.185 1.372 0.000 1.127 0.124 1.068 0.126 0 12.162
093355.72+084043.0 01303-53050-0056 143.482200 8.678630 2.642 19.258 1.780 0.000 1.509 0.193 0.495 0.128 0 10.909
093355.72+084043.0 01303-53050-0056 143.482200 8.678630 2.642 19.258 1.989 0.000 1.936 0.318 1.532 0.247 0 10.909
093207.89+084410.5 01303-53050-0083 143.032880 8.736260 1.753 18.142 1.420 0.447 1.398 0.075 1.299 0.084 0 22.227
093058.84+083321.5 01303-53050-0130 142.745180 8.556000 2.955 19.513 1.223 0.000 0.383 0.062 0.617 0.101 0 12.168
093349.84+091449.6 01303-53050-0156 143.457690 9.247120 2.200 20.266 0.793 0.987 1.516 0.232 1.542 0.302 0 4.274
092752.63+091938.2 01303-53050-0280 141.969280 9.327290 2.088 17.862 0.434 0.100 1.791 0.131 1.615 0.152 1 25.857
092657.75+095527.2 01303-53050-0323 141.740650 9.924230 1.502 18.702 1.195 0.579 2.384 0.145 2.262 0.127 0 14.498
092657.75+095527.2 01303-53050-0323 141.740650 9.924230 1.502 18.702 1.384 0.000 1.158 0.116 0.664 0.102 0 14.498
092921.96+100720.0 01303-53050-0362 142.341540 10.122230 1.516 19.158 1.347 0.000 1.020 0.106 1.165 0.152 0 11.962
092906.09+100300.8 01303-53050-0377 142.275400 10.050230 2.025 18.619 1.514 0.000 0.429 0.068 0.258 0.063 0 18.255
093029.02+093300.0 01303-53050-0437 142.620930 9.550030 1.496 18.982 1.141 0.000 1.289 0.177 1.132 0.191 0 10.287
093138.16+095048.1 01303-53050-0464 142.909030 9.846720 1.880 19.914 0.784 0.776 1.147 0.188 1.132 0.227 0 7.055
093522.94+092454.8 01303-53050-0560 143.845630 9.415230 2.298 17.744 1.550 0.386 0.892 0.059 0.244 0.050 0 28.525
093532.95+094847.5 01303-53050-0583 143.887310 9.813200 1.326 18.916 1.253 0.000 1.107 0.126 0.356 0.093 0 10.007
121533.86+571314.3 01314-53050-0079 183.891110 57.220660 1.481 18.878 1.171 0.676 1.643 0.111 1.188 0.103 0 15.772
121558.79+571555.3 01314-53050-0080 183.994980 57.265380 1.959 18.443 1.307 0.000 0.804 0.078 0.568 0.089 0 18.634
121340.37+570711.5 01314-53050-0117 183.418210 57.119860 1.582 18.706 1.507 0.000 0.470 0.078 0.376 0.077 0 17.620
121340.37+570711.5 01314-53050-0117 183.418210 57.119860 1.582 18.706 1.536 0.594 1.501 0.084 1.371 0.067 0 17.620
121122.63+565259.7 01314-53050-0158 182.844310 56.883270 2.513 18.883 1.462 0.973 0.873 0.082 0.599 0.078 0 16.898
120417.07+571413.4 01314-53050-0263 181.071170 57.237070 1.920 18.885 1.740 0.000 2.186 0.141 1.169 0.144 0 13.251
120421.86+571835.2 01314-53050-0277 181.091100 57.309790 2.179 19.057 1.621 0.898 1.577 0.131 1.144 0.144 0 9.339
120624.62+581450.2 01314-53050-0405 181.602600 58.247300 1.090 18.503 0.553 0.994 0.561 0.093 0.334 0.069 0 21.130
120538.31+582851.4 01314-53050-0413 181.409640 58.480960 1.328 18.366 0.745 0.254 0.894 0.073 0.906 0.078 0 22.181
120843.44+582332.3 01314-53050-0536 182.181020 58.392330 1.345 19.048 1.085 0.658 0.715 0.083 0.542 0.099 0 17.222
121451.54+582357.6 01314-53050-0609 183.714780 58.399350 1.664 18.920 0.364 0.311 1.530 0.199 1.045 0.174 1 12.003
121757.50+573057.7 01314-53050-0635 184.489600 57.516030 1.198 19.037 0.726 0.923 1.480 0.184 0.876 0.162 0 11.287
121740.43+574449.7 01314-53050-0640 184.418490 57.747140 1.861 18.716 0.815 0.501 1.245 0.119 1.131 0.118 0 15.282
